ticker_a,ticker_b,sector,pvalue,test_stat,hedge_ratio,intercept,half_life,n_obs,orientation
ALL,CME,financials,0.12362488012748912,-2.9459259976120875,0.6421544122479139,-4.375067494489466,32.95717197926924,757,ALL on CME
TRV,RF,financials,0.12481759856322155,-2.9413326098315897,4.423899254452885,64.59303391625765,29.202211646089143,757,TRV on RF
TROW,BLK,financials,0.12594753593352775,-2.9370104212859385,0.19289158402321419,6.225976533677305,23.123816723457583,757,TROW on BLK
KMI,EOG,energy,0.1263838701850578,-2.9353489260970136,0.09095825497854881,7.294634121977462,33.669023651060925,757,KMI on EOG
NTRS,AON,financials,0.12699268431430566,-2.9330376069668898,0.28380679566040995,22.653698038925906,29.62504990033345,757,NTRS on AON
TFC,COF,financials,0.1276212006680803,-2.9306599161106464,0.19552703339812638,19.246909102708994,37.590226587580595,757,TFC on COF
VLO,XOM,energy,0.12780030779310447,-2.9299839061004365,1.04273926309124,9.966471279714575,31.896425134051686,757,VLO on XOM
V,MS,financials,0.12810662575216886,-2.9288293505733924,1.1243990057201694,128.438071636372,30.503056514336286,757,V on MS
MSCI,STT,financials,0.12888735729414702,-2.9258956841880086,9.75540106665864,-238.89764064497746,41.47924503822341,757,MSCI on STT
EIX,NRG,utilities,0.13128568004785707,-2.9169634191056675,0.34856655176717766,35.53613870824995,44.6133241258981,757,EIX on NRG
ALL,PNC,financials,0.13149179421864804,-2.916201285134512,0.4146566807386374,43.95490567750464,34.10263440914736,757,ALL on PNC
MCO,NDAQ,financials,0.13658925138062983,-2.897620188228288,5.390519563099003,41.76876951707473,26.034904925605726,757,MCO on NDAQ
CME,USB,financials,0.13725113612076828,-2.895244142155295,1.9038477273714116,77.8316423663255,26.920674376703417,757,CME on USB
PGR,NDAQ,financials,0.13775602830062683,-2.8934371647038652,0.8196766044260397,40.1237728801963,34.087601304184126,757,PGR on NDAQ
LNT,DUK,utilities,0.13995356029295608,-2.8856268498666835,0.531231426224098,4.617834126923424,40.74076107434849,757,LNT on DUK
PPL,EVRG,utilities,0.14002341779754468,-2.8853800024340233,0.25926421673652833,10.709441879919485,39.48372194453989,757,PPL on EVRG
STT,AJG,financials,0.14075855335412785,-2.882787626109765,0.38658664904142775,20.057724744835024,28.349809659719423,757,STT on AJG
V,ICE,financials,0.1409766613339713,-2.88202034076809,1.4407721826827429,52.16143562531186,30.796422576734322,757,V on ICE
XEL,FE,utilities,0.14187256422698097,-2.878877430749479,-0.22642948600382667,59.51328187805655,30.57720798595794,757,XEL on FE
COP,DVN,energy,0.14299772922780624,-2.874950094444987,1.302514548484889,21.22338813598721,30.856971601519916,757,COP on DVN
DTE,AES,utilities,0.1430576051942386,-2.8747417135402804,1.8738365312330214,57.459108142961966,33.25898332505642,757,DTE on AES
XEL,AES,utilities,0.14339520017416651,-2.8735679642397143,0.7377287767296077,41.06396833783997,32.55654716034648,757,XEL on AES
MET,CB,financials,0.14350316289019027,-2.8731930117761357,0.3892123303183811,-12.800523721093064,30.966246198281357,757,MET on CB
ALL,TROW,financials,0.14355387390442303,-2.8730169621500266,0.3529818072249211,54.38662413259005,38.928245492473884,757,ALL on TROW
EIX,CNP,utilities,0.14801749831637073,-2.85768960051605,0.705926945666705,31.742615655814777,40.12635167566385,757,EIX on CNP
JPM,PNC,financials,0.14822410535623592,-2.8569880535573904,0.7969717145838896,13.108366217980377,19.07510686564649,757,JPM on PNC
V,GS,financials,0.14840911823069375,-2.8563604120244324,0.29384835325671527,119.94504498562385,34.22222204545762,757,V on GS
APA,CVX,energy,0.1484201177714407,-2.8563231142144194,0.4609806849255843,-18.902327824871048,31.162573325940215,757,APA on CVX
TFC,CME,financials,0.14873635198342727,-2.8552516375595585,0.32909804055581837,-12.339592727179252,32.074003558143026,757,TFC on CME
LNT,NEE,utilities,0.14875979680465296,-2.8551722644504793,0.31663683192118514,25.216239550318136,34.60545318168147,757,LNT on NEE
V,STT,financials,0.14900319898095665,-2.8543487361664948,1.657648829515879,87.07451682279613,42.15364214106753,757,V on STT
APA,OXY,energy,0.14916135363161576,-2.8538141391233656,0.40500094045806034,5.934755492796017,35.13516679305012,757,APA on OXY
CB,PRU,financials,0.14943638459952124,-2.852885417989702,1.4238376861819062,45.250432252122955,44.51319652653775,757,CB on PRU
PGR,AMP,financials,0.14960000688422187,-2.8523334670530125,0.17163390887395436,44.03026674128471,39.26909202804677,757,PGR on AMP
MA,STT,financials,0.15005636673779088,-2.8507962429647264,2.9682608232949113,120.43573400084632,40.62296001730023,757,MA on STT
MCO,SPGI,financials,0.15075856902411144,-2.8484372738445467,0.8906251393232454,2.14930592721703,19.250686029449703,757,MCO on SPGI
MA,AMP,financials,0.1509707127624833,-2.847726108886681,0.7082833367957784,179.07394036558344,38.250414562668325,757,MA on AMP
TRV,PNC,financials,0.151744718865438,-2.8451373150866472,0.5104110592898018,60.487457000355754,35.00753472846029,757,TRV on PNC
PPL,PEG,utilities,0.15216804601292566,-2.8437253139720955,0.2854288454089025,9.630993301628228,35.117919713702165,757,PPL on PEG
HAL,WMB,energy,0.15236108442138868,-2.8430823445485625,1.2826801076243342,-4.175501424958953,55.81313864867955,757,HAL on WMB
DUK,SO,utilities,0.1527401054434369,-2.8418215531504845,1.2177031167396628,15.60986508142657,38.51275891590495,757,DUK on SO
BKR,COP,energy,0.15280386081099534,-2.8416096883591697,0.3191509847000272,4.274152929676898,33.95402070267902,757,BKR on COP
MA,FITB,financials,0.15345571956026505,-2.83944701874177,4.526592361160754,190.239073179787,47.626530965270774,757,MA on FITB
